CODE,DESCRIPTION,CATEGORY
T486X1D,"Poisoning by antiasthmatics, accidental, subs","Injury, Poisoning & External Causes"
T486X1S,"Poisoning by antiasthmatics, accidental, sequela","Injury, Poisoning & External Causes"
T486X2A,"Poisoning by antiasthmatics, intentional self-harm, init","Injury, Poisoning & External Causes"
T486X2D,"Poisoning by antiasthmatics, intentional self-harm, subs","Injury, Poisoning & External Causes"
T486X2S,"Poisoning by antiasthmatics, intentional self-harm, sequela","Injury, Poisoning & External Causes"
T486X3A,"Poisoning by antiasthmatics, assault, initial encounter","Injury, Poisoning & External Causes"
T486X3D,"Poisoning by antiasthmatics, assault, subsequent encounter","Injury, Poisoning & External Causes"
T486X3S,"Poisoning by antiasthmatics, assault, sequela","Injury, Poisoning & External Causes"
T486X4A,"Poisoning by antiasthmatics, undetermined, initial encounter","Injury, Poisoning & External Causes"
T486X4D,"Poisoning by antiasthmatics, undetermined, subs encntr","Injury, Poisoning & External Causes"
T486X4S,"Poisoning by antiasthmatics, undetermined, sequela","Injury, Poisoning & External Causes"
T486X5A,"Adverse effect of antiasthmatics, initial encounter","Injury, Poisoning & External Causes"
T486X5D,"Adverse effect of antiasthmatics, subsequent encounter","Injury, Poisoning & External Causes"
T486X5S,"Adverse effect of antiasthmatics, sequela","Injury, Poisoning & External Causes"
T486X6A,"Underdosing of antiasthmatics, initial encounter","Injury, Poisoning & External Causes"
T486X6D,"Underdosing of antiasthmatics, subsequent encounter","Injury, Poisoning & External Causes"
T486X6S,"Underdosing of antiasthmatics, sequela","Injury, Poisoning & External Causes"
T48901A,"Poisn by unsp agents prim acting on the resp sys, acc, init","Injury, Poisoning & External Causes"
T48901D,"Poisn by unsp agents prim acting on the resp sys, acc, subs","Injury, Poisoning & External Causes"
T48901S,"Poisn by unsp agents prim acting on the resp sys, acc, sqla","Injury, Poisoning & External Causes"
T48902A,"Poisn by unsp agents prim act on the resp sys, slf-hrm, init","Injury, Poisoning & External Causes"
T48902D,"Poisn by unsp agents prim act on the resp sys, slf-hrm, subs","Injury, Poisoning & External Causes"
T48902S,"Poisn by unsp agents prim act on the resp sys, slf-hrm, sqla","Injury, Poisoning & External Causes"
T48903A,"Poisn by unsp agents prim act on the resp sys, asslt, init","Injury, Poisoning & External Causes"
T48903D,"Poisn by unsp agents prim act on the resp sys, asslt, subs","Injury, Poisoning & External Causes"
T48903S,"Poisn by unsp agents prim act on the resp sys, asslt, sqla","Injury, Poisoning & External Causes"
T48904A,"Poisn by unsp agents prim act on the resp sys, undet, init","Injury, Poisoning & External Causes"
T48904D,"Poisn by unsp agents prim act on the resp sys, undet, subs","Injury, Poisoning & External Causes"
T48904S,"Poisn by unsp agents prim act on the resp sys, undet, sqla","Injury, Poisoning & External Causes"
T48905A,"Advrs effect of unsp agents prim act on the resp sys, init","Injury, Poisoning & External Causes"
T48905D,"Advrs effect of unsp agents prim act on the resp sys, subs","Injury, Poisoning & External Causes"
T48905S,"Advrs effect of unsp agents prim act on the resp sys, sqla","Injury, Poisoning & External Causes"
T48906A,"Undrdose of unsp agents prim acting on the resp sys, init","Injury, Poisoning & External Causes"
T48906D,"Undrdose of unsp agents prim acting on the resp sys, subs","Injury, Poisoning & External Causes"
T48906S,"Undrdose of unsp agents prim acting on the resp sys, sequela","Injury, Poisoning & External Causes"
T48991A,"Poisn by oth agents prim acting on the resp sys, acc, init","Injury, Poisoning & External Causes"
T48991D,"Poisn by oth agents prim acting on the resp sys, acc, subs","Injury, Poisoning & External Causes"
T48991S,"Poisn by oth agents prim acting on the resp sys, acc, sqla","Injury, Poisoning & External Causes"
T48992A,"Poisn by oth agents prim act on the resp sys, slf-hrm, init","Injury, Poisoning & External Causes"
T48992D,"Poisn by oth agents prim act on the resp sys, slf-hrm, subs","Injury, Poisoning & External Causes"
T48992S,"Poisn by oth agents prim act on the resp sys, slf-hrm, sqla","Injury, Poisoning & External Causes"
T48993A,"Poisn by oth agents prim acting on the resp sys, asslt, init","Injury, Poisoning & External Causes"
T48993D,"Poisn by oth agents prim acting on the resp sys, asslt, subs","Injury, Poisoning & External Causes"
T48993S,"Poisn by oth agents prim acting on the resp sys, asslt, sqla","Injury, Poisoning & External Causes"
T48994A,"Poisn by oth agents prim acting on the resp sys, undet, init","Injury, Poisoning & External Causes"
T48994D,"Poisn by oth agents prim acting on the resp sys, undet, subs","Injury, Poisoning & External Causes"
T48994S,"Poisn by oth agents prim acting on the resp sys, undet, sqla","Injury, Poisoning & External Causes"
T48995A,"Adverse effect of agents prim acting on the resp sys, init","Injury, Poisoning & External Causes"
T48995D,"Adverse effect of agents prim acting on the resp sys, subs","Injury, Poisoning & External Causes"
T48995S,"Advrs effect of agents prim acting on the resp sys, sequela","Injury, Poisoning & External Causes"
T48996A,"Underdosing of agents primarily acting on the resp sys, init","Injury, Poisoning & External Causes"
T48996D,"Underdosing of agents primarily acting on the resp sys, subs","Injury, Poisoning & External Causes"
T48996S,"Undrdose of agents primarily acting on the resp sys, sequela","Injury, Poisoning & External Causes"
T490X1A,"Poisoning by local antifung/infect/inflamm drugs, acc, init","Injury, Poisoning & External Causes"
T490X1D,"Poisoning by local antifung/infect/inflamm drugs, acc, subs","Injury, Poisoning & External Causes"
T490X1S,"Poisn by local antifung/infect/inflamm drugs, acc, sequela","Injury, Poisoning & External Causes"
T490X2A,"Poisn by local antifung/infect/inflamm drugs, slf-hrm, init","Injury, Poisoning & External Causes"
T490X2D,"Poisn by local antifung/infect/inflamm drugs, slf-hrm, subs","Injury, Poisoning & External Causes"
T490X2S,"Poisn by local antifung/infect/inflamm drugs, slf-hrm, sqla","Injury, Poisoning & External Causes"
T490X3A,"Poisn by local antifung/infect/inflamm drugs, assault, init","Injury, Poisoning & External Causes"
T490X3D,"Poisn by local antifung/infect/inflamm drugs, assault, subs","Injury, Poisoning & External Causes"
T490X3S,"Poisn by local antifung/infect/inflamm drugs, asslt, sequela","Injury, Poisoning & External Causes"
T490X4A,"Poisn by local antifung/infect/inflamm drugs, undet, init","Injury, Poisoning & External Causes"
T490X4D,"Poisn by local antifung/infect/inflamm drugs, undet, subs","Injury, Poisoning & External Causes"
T490X4S,"Poisn by local antifung/infect/inflamm drugs, undet, sequela","Injury, Poisoning & External Causes"
T490X5A,"Adverse effect of local antifung/infect/inflamm drugs, init","Injury, Poisoning & External Causes"
T490X5D,"Adverse effect of local antifung/infect/inflamm drugs, subs","Injury, Poisoning & External Causes"
T490X5S,"Advrs effect of local antifung/infect/inflamm drugs, sequela","Injury, Poisoning & External Causes"
T490X6A,"Underdosing of local antifung/infect/inflamm drugs, init","Injury, Poisoning & External Causes"
T490X6D,"Underdosing of local antifung/infect/inflamm drugs, subs","Injury, Poisoning & External Causes"
T490X6S,"Underdosing of local antifung/infect/inflamm drugs, sequela","Injury, Poisoning & External Causes"
T491X1A,"Poisoning by antipruritics, accidental (unintentional), init","Injury, Poisoning & External Causes"
T491X1D,"Poisoning by antipruritics, accidental (unintentional), subs","Injury, Poisoning & External Causes"
T491X1S,"Poisoning by antipruritics, accidental, sequela","Injury, Poisoning & External Causes"
T491X2A,"Poisoning by antipruritics, intentional self-harm, init","Injury, Poisoning & External Causes"
T491X2D,"Poisoning by antipruritics, intentional self-harm, subs","Injury, Poisoning & External Causes"
T491X2S,"Poisoning by antipruritics, intentional self-harm, sequela","Injury, Poisoning & External Causes"
T491X3A,"Poisoning by antipruritics, assault, initial encounter","Injury, Poisoning & External Causes"
T491X3D,"Poisoning by antipruritics, assault, subsequent encounter","Injury, Poisoning & External Causes"
T491X3S,"Poisoning by antipruritics, assault, sequela","Injury, Poisoning & External Causes"
T491X4A,"Poisoning by antipruritics, undetermined, initial encounter","Injury, Poisoning & External Causes"
T491X4D,"Poisoning by antipruritics, undetermined, subs encntr","Injury, Poisoning & External Causes"
T491X4S,"Poisoning by antipruritics, undetermined, sequela","Injury, Poisoning & External Causes"
T491X5A,"Adverse effect of antipruritics, initial encounter","Injury, Poisoning & External Causes"
T491X5D,"Adverse effect of antipruritics, subsequent encounter","Injury, Poisoning & External Causes"
T491X5S,"Adverse effect of antipruritics, sequela","Injury, Poisoning & External Causes"
T491X6A,"Underdosing of antipruritics, initial encounter","Injury, Poisoning & External Causes"
T491X6D,"Underdosing of antipruritics, subsequent encounter","Injury, Poisoning & External Causes"
T491X6S,"Underdosing of antipruritics, sequela","Injury, Poisoning & External Causes"
T492X1A,"Poisoning by local astringents/detergents, accidental, init","Injury, Poisoning & External Causes"
T492X1D,"Poisoning by local astringents/detergents, accidental, subs","Injury, Poisoning & External Causes"
T492X1S,"Poisoning by local astringents/detergents, acc, sequela","Injury, Poisoning & External Causes"
T492X2A,"Poisoning by local astringents/detergents, self-harm, init","Injury, Poisoning & External Causes"
T492X2D,"Poisoning by local astringents/detergents, self-harm, subs","Injury, Poisoning & External Causes"
T492X2S,"Poisn by local astringents/detergents, self-harm, sequela","Injury, Poisoning & External Causes"
T492X3A,"Poisoning by local astringents/detergents, assault, init","Injury, Poisoning & External Causes"
T492X3D,"Poisoning by local astringents/detergents, assault, subs","Injury, Poisoning & External Causes"
T492X3S,"Poisoning by local astringents/detergents, assault, sequela","Injury, Poisoning & External Causes"
T492X4A,"Poisoning by local astringents/detergents, undet, init","Injury, Poisoning & External Causes"
T492X4D,"Poisoning by local astringents/detergents, undet, subs","Injury, Poisoning & External Causes"
T492X4S,"Poisoning by local astringents/detergents, undet, sequela","Injury, Poisoning & External Causes"
T492X5A,"Adverse effect of local astringents/detergents, init","Injury, Poisoning & External Causes"
T492X5D,"Adverse effect of local astringents/detergents, subs","Injury, Poisoning & External Causes"
T492X5S,"Adverse effect of local astringents/detergents, sequela","Injury, Poisoning & External Causes"
T492X6A,"Underdosing of local astringents and local detergents, init","Injury, Poisoning & External Causes"
T492X6D,"Underdosing of local astringents and local detergents, subs","Injury, Poisoning & External Causes"
T492X6S,"Underdosing of local astringents/detergents, sequela","Injury, Poisoning & External Causes"
T493X1A,"Poisoning by emollients, demulcents and protect, acc, init","Injury, Poisoning & External Causes"
T493X1D,"Poisoning by emollients, demulcents and protect, acc, subs","Injury, Poisoning & External Causes"
T493X1S,"Poisn by emollients, demulcents and protect, acc, sequela","Injury, Poisoning & External Causes"
T493X2A,"Poisn by emollients, demulcents and protect, self-harm, init","Injury, Poisoning & External Causes"
T493X2D,"Poisn by emollients, demulcents and protect, self-harm, subs","Injury, Poisoning & External Causes"
T493X2S,"Poisn by emollients, demulcents and protect, slf-hrm, sqla","Injury, Poisoning & External Causes"
T493X3A,"Poisn by emollients, demulcents and protect, assault, init","Injury, Poisoning & External Causes"
T493X3D,"Poisn by emollients, demulcents and protect, assault, subs","Injury, Poisoning & External Causes"
T493X3S,"Poisn by emollients, demulcents and protect, asslt, sequela","Injury, Poisoning & External Causes"
T493X4A,"Poisoning by emollients, demulcents and protect, undet, init","Injury, Poisoning & External Causes"
T493X4D,"Poisoning by emollients, demulcents and protect, undet, subs","Injury, Poisoning & External Causes"
T493X4S,"Poisn by emollients, demulcents and protect, undet, sequela","Injury, Poisoning & External Causes"
T493X5A,"Adverse effect of emollients, demulcents and protect, init","Injury, Poisoning & External Causes"
T493X5D,"Adverse effect of emollients, demulcents and protect, subs","Injury, Poisoning & External Causes"
T493X5S,"Advrs effect of emollients, demulcents and protect, sequela","Injury, Poisoning & External Causes"
T493X6A,"Underdosing of emollients, demulcents and protectants, init","Injury, Poisoning & External Causes"
T493X6D,"Underdosing of emollients, demulcents and protectants, subs","Injury, Poisoning & External Causes"
T493X6S,"Underdosing of emollients, demulcents and protect, sequela","Injury, Poisoning & External Causes"
T494X1A,"Poisoning by keratolyt/keratplst/hair trmt drug, acc, init","Injury, Poisoning & External Causes"
T494X1D,"Poisoning by keratolyt/keratplst/hair trmt drug, acc, subs","Injury, Poisoning & External Causes"
T494X1S,"Poisn by keratolyt/keratplst/hair trmt drug, acc, sequela","Injury, Poisoning & External Causes"
T494X2A,"Poisn by keratolyt/keratplst/hair trmt drug, self-harm, init","Injury, Poisoning & External Causes"
T494X2D,"Poisn by keratolyt/keratplst/hair trmt drug, self-harm, subs","Injury, Poisoning & External Causes"
T494X2S,"Poisn by keratolyt/keratplst/hair trmt drug, slf-hrm, sqla","Injury, Poisoning & External Causes"
T494X3A,"Poisn by keratolyt/keratplst/hair trmt drug, assault, init","Injury, Poisoning & External Causes"
T494X3D,"Poisn by keratolyt/keratplst/hair trmt drug, assault, subs","Injury, Poisoning & External Causes"
T494X3S,"Poisn by keratolyt/keratplst/hair trmt drug, asslt, sequela","Injury, Poisoning & External Causes"
